"","title","contents"
"75","SK온, 올 4분기 흑자 달성이 유력한 이유","  미국, 헝가리 2공장 등 지난해 양산을 시작한 신규 공장들의 수율이 최근 80~90%인 것으로 알려졌다. 양산을... 지난해 낮은 수율로 인해 우려를 사기도 했지만 당시 미국, 헝가리 등 신규 공장들은 양산을 시작한 지... "
"76","[여행작가 이신화의 유럽 인문 여행] 합스부르크 왕가가 살고 있는 오스트리아...","  헝가리에서 오스트리아로 헝가리 부다페스트에 이은 다음 여정은 슬로바키아 브라티슬라바였다. 헝가리 숙소의 스태프가 슬로바키아로 가는 버스표는 예약 안 해도 된다고 했었는데 막상 버스터미널(Budapest Nepliget... "
"77","[K-배터리 해외 진출기] 중국 배터리, 미국 진출 막히자 EU로 선회","  독일, 헝가리, 폴란드 등 주요 EU 회원국들은 배터리 기업 유치를 위해 대규모 보조금 및 세제 혜택을... ◆중국 배터리 기업들, 독일·헝가리·스페인·프랑스 진출 중국의 대표적인 배터리 업체 중 하나인 CATL... "
"78","타이드스퀘어 X 헝가리관광청, 2023 다시 떠나는 헝가리 여행 항공 및 호텔 더...","  헝가리 여행 더블 할인 프로모션 [사진=타이드스퀘어] 테크 기업 타이드스퀘어가 헝가리관광청과 함께 '2023 다시 떠나는 헝가리 여행_항공/호텔 더블 할인 프로모션'을 진행한다. 헝가리는 다뉴브강을 따라 펼쳐진... "
"79","K배터리 3사, 글로벌 배터리 시장 전략적 요충지 EU에 투자 가속화","  배터리 업계에 따르면, LG에너지솔루션, SK온, 삼성SDI는 폴란드, 헝가리 등 EU 내 공장 증설에 적극 나서고... SK온은 헝가리 코마롬 1·2공장에 이어 이반차에 2024년까지 30GWh 규모의 공장을, 2028년까지 30GWh 규모의... "
"80","LG화학, 헝가리 분리막 공장 최저한세 영향권","  뉴스토마토 = 이재영 기자 | LG화학과 도레이 합작 헝가리 분리막 공장은 내년부터 글로벌 최저한세(필라2)... 사진=LG화학 8일 업계에 따르면 당초 헝가리는 OECD의 최저한세 합의에 반대해왔으나 최근에는 조건부... "
"81","또 하나의 형제국 헝가리 부다페스트, 쿨한 여름 [함영훈의 멋·맛·쉼]","  유럽에서 헝가리 만큼 한국민에게 친근한 나라는 드물다. 말갈(마자르)과 흉노(훈)라는 민족 이름으로... 헝가리 국민들이 스스로 부르는 공식 국가명칭은 ‘마자르(헝가리) 공화국(Magyar Köztársasg)’이다. 어순은... "
"82","헝가리 의회, 스웨덴 나토가입 비준 불발…내달 회기서 다룰 듯","  헝가리 의회가 스웨덴이 북대서양조약기구(NATO·나토) 가는 길을 막아섰다. 지난달 31일(현지시간) 러시아 타스통신에 따르면 헝가리 국민의회는 스웨덴의 나토 가입 비준을 표결까지 부치지 못하면서 후일을 기약했다.... "
"83","헝가리 폐기물 처리제도 변경","  도입 배경 2023년 7월 1일부터 헝가리의 폐기물 처리 시스템이 변경돼 석유 및 가스 회사인 MOL 그룹이... 해당 법안에 근거해 헝가리 정부는 2021년 7월 도시 폐기물 관리 서비스 위탁 운영에 관한 입찰을 발표했고... "
"84","조니 뎁, 헝가리 호텔서 의식 잃은 채 발견… 음주 상태","  25일(현지 시간) 데일리 뉴스 헝가리는 헝가리 한 호텔에 머물고 있던 조니 뎁이 객실에서 의식을 잃은 채 발견됐다고 보도했다. 이 매체에 따르면 발견 당시 조니 뎁의 상태는 위중했으며, 술을 마신 상태였던 것으로... "
